ID,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=aac8e9355cb855ac,[인재풀] 아티스트,Electronic Arts 서울,,Maya or 3D Max등의 아트웍 툴 사용 경험 Max script 또는 Mel Script의 사용 경험 C# 또는 Python 언어에 대한 이해 및 활용 능력 아트웍 관련 툴 제작 또는 플러그인 제작 경험
https://kr.indeed.com/viewjob?jk=6fc2719750916dd3,Deep Learning Engineer,Intel 4.1 서울,,MxNet - Strong programming skills with C/C++ and Python - Experiences in programming and testing on Linux environment...
https://kr.indeed.com/viewjob?jk=ac9068957c550cb3,데이터 전문가(모델러/분석가/엔지니어) 모집,카카오 4.0 성남 판교역,,대용량 데이터를 효율적으로 사용하기 위한 기반 데이터 가공 지원자격 데이터 사이언스를 위한 언어(R/ Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를...
https://kr.indeed.com/viewjob?jk=be95b5718905880f,AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스 3.8 서울,,"의미한 인사이트 발굴 - R, Python, SQL 등 Statistics... 등)의 다양한 솔루션을 활용하여 서비스 개발 경험자 2) Java, Python 등 프로그래밍 개발 경험 보유자 3) Container 기반 서비스..."
https://kr.indeed.com/viewjob?jk=35ba221c73ad31a2,Data Engineer,Barbaricum 경기도 평택,,"data APIs, data modeling, and data warehousing solutions. R, Python, Ruby, C++, Perl, Java, SAS, SPSS, and Matlab. Strong..."
https://kr.indeed.com/viewjob?jk=8248de2f3c41ef06,Data Analyst,Barbaricum 경기도 평택,,"3 years of experience. Documented proficiency with R or Python, and SQL to manipulate data and draw insights from large..."
https://kr.indeed.com/viewjob?jk=641ae0914b7eb183,농업정책보험금융원 신규직원,농업정책보험금융원 서울,,"제출 통계 패키지*를 활용하여 통계, 응용통계 및 데이터 분석 업무 경력이 1년 이상인 자 * SAS, R, python 등 * 경력증명서(담당업무 혹은 소속부서로 업무 추정이 가능할 경우 소속부서가 명시되어야 함) 제출..."
https://kr.indeed.com/viewjob?jk=69f4620cb92eaa59,Intern - Research (Data Analysis),United Nations ESCAP 대전,,"analysis tools or programming languages (e.g. STATA, R, Python, etc... data visualization software (e.g. Tableau..."
https://kr.indeed.com/viewjob?jk=6985dbbbf83fb8c2,RPA Developer ( 1 year contract),UiPath 서울,,"object-oriented programming (C#, C++, VB, .NET, Java, or Python preferred). Those with more experience may be considered..."
https://kr.indeed.com/viewjob?jk=2b09f13b5790dd69,2021년 한화시스템 방산부문 프로젝트/기간제 엔지니어 채용(상시),한화그룹 4.2 서울,,분야 경험자 [우대 요건] 무인기 GCS 개발 유경험자 SW시험/분석 도구 개발 유경험자 C/C++/C#/ Python/JAVA 프로그래밍 숙련자 0명 판교 한화인1:1문의하기 활용 지휘통제-SW 계약기간 : 입사 시...
https://kr.indeed.com/viewjob?jk=7cb5c3076d1701db,"Field Applications Engineer, Audio",Dolby 서울,,"High level or detailed knowledge of SOC design. C/C++, python coding skills. Knowledge of music, audio/video production..."
https://kr.indeed.com/viewjob?jk=0064deb5fa9cbce0,데이터 사이언티스트 모집,카카오 4.0 성남 판교역,,"양한 실험을 통해 알고리즘을 개선합니다. 지원자격 지원자격 하나 이상의 프로그래밍 언어에 익숙한 분( Python, Java, C/C++, Scala 등) 머신러닝/딥러닝 오픈소스를 이용하여 1년 이상 특정 서비스에 모델..."
https://kr.indeed.com/viewjob?jk=9acc17c535b42959,2021년 (신입) 전문연구요원 모집,NHN 4.4 성남 판교역,,"병역특례 전문연구요원 - Python/C++/Java/C# 개발 경험... 유연한 사고와 원활한 커뮤니케이션 능력 우대 - C/C++, Python 등 개발 숙련자 우대 공통지원자격(필수) - 해당 분야 석사 이상..."
https://kr.indeed.com/viewjob?jk=dfb20fa220f3c478,"빅데이터, 인공지능(AI) 외 신입/경력 인턴",스칼라웍스 대한민국,,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
https://kr.indeed.com/viewjob?jk=e934bb33ef71dacb,[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,Ernst & Young 4.0 대한민국,,총계정원장조정 경험자 - Python/R 등 프로그램 언어 활용 능력... PowerBI... Tableau Experience with Python/ R or other programming languages...
https://kr.indeed.com/viewjob?jk=1806287902a1a36e,[데이터센터] (경력/신입) 카카오 데이터센터 Data Scientist...,카카오 4.0 성남 판교역,,"않고, 기술이 비즈니스 가치로 변모할 수 있는 그 가능성에 집중합니다. 지원자격 필수사항 Go, Python, Scala, Java, C/C++ 중 하나 이상의 언어에 능숙하신 분 SQL 또는 HiveQL에 능숙하신..."
https://kr.indeed.com/viewjob?jk=429583eb3cd8a111,[한양대 에리카]기업부설연구소 연구원(신입/경력/인턴),워너버스이노베이션 안산 상록구,,NET|인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머...
https://kr.indeed.com/viewjob?jk=69cc039b336a7d1a,Deep Learning Engineer - Intel Contract,Intel 4.1 서울,,"PyTorch, and Caffe - Strong programming skills with C/C++ and Python - Experiences in programming and testing on Linux..."
https://kr.indeed.com/viewjob?jk=dee1c9e840dc5691,Staff Field Applications Engineer,Dolby 서울,,"Dolby’s ecosystem, products, business, and customers. Python coding skills. Interest in music, game/film audio or video..."
https://kr.indeed.com/viewjob?jk=55a19c92c845685e,Developer / Designer recruit,마이뮤직테이스트 서울 논현동,,"language (i.e Python, Ruby, Java, .Net... High proficiency in Python... knowledge... least one Python web framework..."
https://kr.indeed.com/viewjob?jk=fb7671cb525c01d4,2021년 5월 경력사원,세메스 천안 서북구,,"역량 (C++, Python, Vision Library 등) AI... 머신러닝, 데이터마이닝 기반 데이터 분석 시스템 개발 경력 Python, R, SAS 등 프로그래밍 경력 부품 표준화 Etch/물류..."
https://kr.indeed.com/viewjob?jk=bfe0f5ac4f32ec89,추천 통계분석/데이터사이언티스트,카카오 4.0 성남 판교역,,"통계, 수학 관련 분야의 석사 또는 박사 학위 소지자 숙련된 데이터분석 능력 데이터 사이언스를 위한 언어( Python/R) 를 하나 이상 능숙하게 다룰 수 있으신 분 분석 결과를 설득력있게 전달할 수 있는 분 우대사항..."
https://kr.indeed.com/viewjob?jk=5d30d12b06f56d55,통신사프로젝트(SI/PYTHON/6개월/종각역),디와이즈 서울 서대문구,,"스킬: Python,분석설계 가능하신분 주식회사 디와이즈 [통신사 Python 개발자 모집] 모집부문 및 자격요건 모집부문 담당업무 및 자격요건 인원 통신사 PYthon 유지보수 [담당업무] · 통신사 Python 개발..."
https://kr.indeed.com/viewjob?jk=3b92a246b4535cd9,Senior Support Engineer (APAC),Dataiku 서울,,other database or BI technologies) Hands-on experience with Python... RWorking knowledge of various cloud technologies...
https://kr.indeed.com/viewjob?jk=44f16e94e3e6b589,"Staff Software Engineer, Maps & Navigati...",Tesla 서울,,"industry Fluency in English Proficient in one of C++, Python Experience writing and shipping customer-facing code High..."
https://kr.indeed.com/viewjob?jk=089931931a0474d5,소형전지사업부/기술혁신센터,삼성SDI 3.9 충청남도 천안,,"천안 전공분야 - 컴퓨터/시스템 전자/전기 기계/산공 전문지식 - Java, C#, C++, Python - Oracle (PL/SQL) - Automod, VisualComponent - 통신프로그래밍 경험..."
https://kr.indeed.com/viewjob?jk=acdfee714d718c41,Data Scientist 경력인재 - 글로벌 우량대기업,에스에프인촌 서울,,모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터시각화디자이너|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=5d6fe86a441b59ba,Data Science Intern,Ace I&M Consulting 서울 중구,"월급 1,800,000원","projects on a time-series data. • Proficiency in SQL, Python, R (not required), MATLAB (not required), Java (not required..."
https://kr.indeed.com/viewjob?jk=858f63913f5b4feb,"Staff Engineer, Firmware Engineering",Western Digital 서울,,"C / C++ / Python language, debugging... high level languages (e.g., C, C++, Python). Additional Information Because..."
https://kr.indeed.com/viewjob?jk=29ddb00572f0d00b,Sr. Data Analyst,Amway Inc. 서울,,"more programming/scripting languages (e.g. SQL, SAS, R, Python). Experience using data visualization tools... Tableau..."
https://kr.indeed.com/viewjob?jk=392272f583594fd9,대기업 딥러닝 기반 영상처리 개발자 ( 판교),인파트너스 서울,,"Pytorch- Python, C/C++, Docker C/C++/C#... 머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>시스템프로그래머>임베디드(Embedded)"
https://kr.indeed.com/viewjob?jk=ce4ab6c3e1b94ae2,Data Science Manager,NielsenIQ 서울,,automation and generalization. Working knowledge of Python or R. Knowledgeable with relational database management system...
https://kr.indeed.com/viewjob?jk=9a818d9d91db847d,Data Analytics SA,Amazon Web Services Korea LLC 서울,,"some relevant languages, tools and frameworks (e.g python, Java, R, scala, spark, Kafka, Hadoop ecosystem, presto, Hive..."
https://kr.indeed.com/viewjob?jk=6dd6df0289d55d06,Support Engineer,Microsoft 4.2 서울,,"script-based development environments and tools (PERL, Python, Ruby, PhP, etc.) • Experience in Core Linux administration..."
https://kr.indeed.com/viewjob?jk=5adad8124119dd14,Presales Specialist-Advanced Analytics &...,SAP 4.3 서울,,"Azure, or SAP Cloud Platform Programming expertise in C, C++, Python... R. Data modeling in both SQL & NoSQL Databases..."
https://kr.indeed.com/viewjob?jk=c50980a13561ae0d,기술연구소 웹개발(JAVA/ASP/Python) 및 웹디자이너,엔잡얼라이언스 서울 금천구,"월급 2,000,000원","직무내용] Java 기반 웹개발, 모바일웹개발 및 유지보수 Python 및 AI 개발자, 딥러닝/머신러닝 활용, TensorFlow 활용웹디자인 웹퍼블리싱ASP, MS-SQL기반 웹프로그램 개발 [근무시간 및 형태] 주 5일..."
https://kr.indeed.com/viewjob?jk=78e99625e5de3c95,전문연구요원 (병역특례) 수시 (AI / HW 분야),딥엑스 성남 분당구,"연봉 40,000,000원 - 100,000,000원","모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활..."
https://kr.indeed.com/viewjob?jk=7df915e1f0f86b2d,Software Architecture 설계 엔지니어,딥엑스 성남 분당구,"연봉 40,000,000원 - 100,000,000원",경험 - Windows/Linux 상에서 C++/ Python 언어 사용 개발 경험 - C++ / Python 언어 사용 개발 경험 - 객체지향 설계에... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=8f63a89550782d70,Solutions Architect for GPU Data center...,NVIDIA 서울,,"Electrical/Computer Engineering. Good Programming Capability with Python, C/C++. Good understanding in fundamental theories..."
https://kr.indeed.com/viewjob?jk=df21e3bb5d773616,Python Programmer,Mofac 서울 서초구,,개발 – JAVA 프로그래밍(라이브러리 활용) – Spring 프레임 워크 개발 – Python API 프로그래밍 우대사항 – Python 개발 경험 – Open Source 라이브러리 개발경험 – Web 표준에 대한 경험...
https://kr.indeed.com/viewjob?jk=c50980a13561ae0d,기술연구소 웹개발(JAVA/ASP/Python) 및 웹디자이너,엔잡얼라이언스 서울 금천구,"월급 2,000,000원","직무내용] Java 기반 웹개발, 모바일웹개발 및 유지보수 Python 및 AI 개발자, 딥러닝/머신러닝 활용, TensorFlow 활용웹디자인 웹퍼블리싱ASP, MS-SQL기반 웹프로그램 개발 [근무시간 및 형태] 주 5일..."
https://kr.indeed.com/viewjob?jk=78e99625e5de3c95,전문연구요원 (병역특례) 수시 (AI / HW 분야),딥엑스 성남 분당구,"연봉 40,000,000원 - 100,000,000원","모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활..."
https://kr.indeed.com/viewjob?jk=7df915e1f0f86b2d,Software Architecture 설계 엔지니어,딥엑스 성남 분당구,"연봉 40,000,000원 - 100,000,000원",경험 - Windows/Linux 상에서 C++/ Python 언어 사용 개발 경험 - C++ / Python 언어 사용 개발 경험 - 객체지향 설계에... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=b647e33d03c852bb,[Data Science Div - PUBG Studio Analytic...,PUBG 서울,,"data science and visualization libraries in Python or R Strong oral, organizational, and written communication skills..."
https://kr.indeed.com/viewjob?jk=b574f1454ae36aab,Cross Border Ecommerce - Business Intell...,Shopee 서울,,business analyst related roles Proficient in SQL and Python Strong analytical skill and sensitivity to data Strong oral...
https://kr.indeed.com/viewjob?jk=fc6317c643204ee2,[무료교육/취업코칭] 데이터 분석 프로젝트 과정 교육생 (2021년 혁신...,SK플래닛 Tacademy 성남 분당구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=f069d006ba3ffa5a,(신입/경력) AR&AI 엔지니어,플레이스에이 성남 분당구,,"Engine 중 1개 이상 능숙하게 다룰 수 있다 - C, C++, Python 등 프로그래밍 언어 중 1개 이상 능숙하게 다룰 수 있다... 다룰 수 있다 - C, C++, Python 등 프로그래밍 언어 중 1개..."
https://kr.indeed.com/viewjob?jk=209acd51dcd51816,(주)엘솔루 음성인식팀 개발직,㈜엘솔루 서울,,인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|무역·영업·판매·매장관리>기술영업>SI(Solution·System)|무역·영업·판매·매장관리>기술영업...
https://kr.indeed.com/viewjob?jk=2b9e604e63e7e46d,[카카오커머스] 기술직군,카카오커머스 성남 분당구,,"우대사항 - 전자금융 감독규정, PCIDSS에 대한 실무 경험이나 이해도가 높으신 분 - JAVA, Python, shell script 등 개발 역량을 갖추신 분 - 웹/앱 취약점 진단 및 모의해킹 역량을 갖추신..."
https://kr.indeed.com/viewjob?jk=c0ffa15d7b0a267f,춘천성심병원 인공지능센터 연구원 채용 공고,한림대학교춘천성심병원 강원도 춘천,,데이터 구축 및 관리 데이터 수집 파이프라인 구축 및 표준화 데이터 분석 및 python 코딩 CDM 매핑 관련 업무 석사 학위 취득자 python 딥러닝 코딩 가능자 CDM 경험자 우대 서버관리 경험자 우대 계약직 2...
https://kr.indeed.com/viewjob?jk=263183184ffb85ed,[메이저그룹계열 리딩 IT 기업] AI 플랫폼 개발,yesconsulting 서울,,"및 Kubernetes 컴퓨팅 환경에서 서비스 개발 경험- 기본적인 네트워크, 스토리지에 대한 이해- Python을 활용한 서비스 개발 경험- 신기술 습득 능력 및 도전 정신이 뛰어난 분 【우대사항】 - 오픈소스..."
https://kr.indeed.com/viewjob?jk=36df1dfea186e63e,BIOS/Firmware Engineer,Intel 4.1 서울,,"years experience required on BIOS/Firmware - Knowledge of C, Python... other programming or scripting languages - Broad..."
https://kr.indeed.com/viewjob?jk=af73d7379a513a09,(주)엘솔루 서비스기획 관리자,㈜엘솔루 서울,,통신·모바일·게임>웹프로그래머>HTML·DHTML·mHTML|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|재무·회계·경리>세무·회계>회계|재무·회계·경리>세무·회계>전산회계|재무·회계·경리>세무·회계>회계감사
https://kr.indeed.com/viewjob?jk=a1847e26c0c636e9,Customer Quality Engineer for RFFE (Seni...,Qualcomm CDMA Technologies (Korea) YH 서울,,"Reliability Engineer (CRE) - ASQ Skills: Php Mysql, Python, QA Methodologies, SQL Script, Troubleshooting Applicants..."
https://kr.indeed.com/viewjob?jk=f19570eec60890c1,2021년 혁신성장 청년인재 집중양성사업 인공지능 / 큐레이터 과정 교육...,한국아이티비즈니스진흥협회 서울 강남구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=ffe6ea49b31384fa,혁신성장 청년인재 집중양성 인공지능 창의융합형 인재 양성과정,에프앤이노에듀 서울,,게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=b2260d1fb794c644,Cloud Support Engineer - Linux,Amazon Web Services Korea LLC 서울,,"NoSQL(Redis, Memcached). · Programming/scripting in Python/Java/Shell/Perl/Ruby/PHP/etc. · Experience managing full..."
https://kr.indeed.com/viewjob?jk=c41c0a3426344063,"각 부문별(디지털, 글로벌AE, 제작관리) 경력사원",지투알 서울,,"Analytics 또는 Google Analytics) 경험자 - Python, R, SQL 역량 보유자 - 마케팅 관련 정량 분석 경험자 - 데이터... 영어 가능자 우대 - R, Python 활용 가능자 근무지 : 본사(마포..."
https://kr.indeed.com/viewjob?jk=a47b7e97d5e45c9c,TEAM LEAD,Harman International 경기도,,"your technology knowledge in Product Security, Android, Python, System, Software, and Hardware Architecture, and System..."
https://kr.indeed.com/viewjob?jk=752a4b5d63eac97c,Back-end Engineer (Python),Soomgo 서울 강남구,,숨고의 백엔드 엔지니어( Python)는 숨고의 기반 기술을 담당하는 매우... 5년 이상의 웹/앱 서비스 백엔드 시스템 개발 경험이 있는 분 • Python 언어를 활용한 개발 경험이 있는 분 • 성능 최적화에 대해 지속적으로...
https://kr.indeed.com/viewjob?jk=ee9712110ac151a2,(주)솔리메틱스 - Python 프로그램 개발자,솔리메틱스 강원도 춘천,"연봉 25,000,000원 - 40,000,000원",직무내용] Python 프로그래밍 개발자Java + Python 개발 경력자 (우대) [근무시간 및 형태] 주 5일 근무 (오전) 9시 00분~(오후) 6시 00분 주소정근로시간 : 40시간 [급여조건] - 연봉...
https://kr.indeed.com/viewjob?jk=6ffc6777e4269d57,Telecom Support Engineer,Amazon Web Services Korea LLC 서울,,"Java or solving complex problems in Python, the ideal candidate will love using... complex problems in Python, the ideal..."
https://kr.indeed.com/viewjob?jk=fec4bd361c177418,Associate Cloud Developer,Amazon Web Services Korea LLC 서울,,"languages: Java, Python, Ruby, Node.js... 동등한 수준의 STEM 관련 분야 학사 학위 혹은 경험 · Java, Python, Ruby, Node.js, C # 또는 C ++ 중 하나 이상의..."
https://kr.indeed.com/viewjob?jk=3d8c890cd0f75b23,Field Code Scanning Architect,Github 서울,,"languages: C, C++, C#, JAVA, JavaScript/TypeScript, Python, Haskell, Ruby and Go. Experience with relational databases..."
https://kr.indeed.com/viewjob?jk=6222ccd51e1464f0,Application Architect,Amazon Web Services Korea LLC 서울,,"C#, Swift, Node.js, Python, Go, or Ruby... JavaScript, C / C ++, C #, Swift, Node.js, Python, Go 또는 Ruby 중 두 개 이상의 언어를 활용한 코딩..."
https://kr.indeed.com/viewjob?jk=ea0fe8417eb67c8d,SK M&Service DBM/CRM분석 담당 경력 구성원 영입,SK M&Service 서울특별시,,"DB 추출 역량 Web/App. Log Data분석 역량 SPL, R, Python을 이용한 데이터 분석 역량 (SQL필수, R/ Python 선택적) Excel 활용 및 Data Handling 역량 마케팅 정형/비정..."
https://kr.indeed.com/viewjob?jk=73135d5640b648a8,(HW 직군) FPGA 설계,한화그룹 4.2 서울,,"SW Tool 활용, HW RTL, FPGA 주변 HW 회로 이해 및 설계 보유역량 - C, C++, python 가능, VHDL, Verilog HDL 경험 - FPGA SW(Xilinx) 및 HW 설계 경험 - 기본..."
https://kr.indeed.com/viewjob?jk=25725b3c0e607311,Junior Quant Trader,Byzantine Partners 서울,,background is a plus Programming capability is mandatory (i.e. Python) Understanding of machine learning algorithm is a plus...
https://kr.indeed.com/viewjob?jk=edf8d34357ba0747,Web Full-Stack Engineer,NVIDIA 서울,,related field. Proficiency in one of Java/Typescript/ Python programming languages. Familiarity with front-end frameworks...
https://kr.indeed.com/viewjob?jk=e64d2f1e2de938b4,Solutions Architect,Amazon Web Services Korea LLC 서울,,"languages... Ruby, Python and Node... 현대 개발 언어에 대한 실무적 지식: 루비 (Ruby), 파이썬 ( Python), Node.js 등 · 개발자 및 IT 운영자 대상의 신기술 전파에..."
https://kr.indeed.com/viewjob?jk=abbb8df34c660e0a,"빅데이터, (AI)인공지능 외 신입/경력 인턴 (정규직전환)",스칼라웍스 서울 금천구,,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
https://kr.indeed.com/viewjob?jk=d4918dbd39fc969f,퀀트연구원 Quantitative Researcher,디에스파트너즈그룹 서울,,트너즈그룹 정대석대표입니다.아래와 같이 우수 인재 영입건 있어 공지하오니 관심 있으신분 연락바랍니다. 인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>데이터분석|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=39ccd72cab530083,의료기기 기구설계 정규직,다인그룹 경기도 김포,,"험자• 이미지 가공 및 처리 경험자• 하드웨어 입력 처리 경험자• 경력: 3년~10년[우대사항]• Java, Python, C++, C# 최소한 한가지 이상의 주요 언어에 능통하신 분• PACS, DICOM, HL7 등 의료..."
https://kr.indeed.com/viewjob?jk=d53c1e2dbb7cf02c,Associate Solutions Architect,Amazon Web Services Korea LLC 서울,,"languages... Ruby, Python and Node... 현대 개발 언어에 대한 실무적 지식: 루비 (Ruby), 파이썬 ( Python), Node.js 등 · 개발자 및 IT 운영자 대상의 신기술 전파에..."
https://kr.indeed.com/viewjob?jk=7167a9017f74cb92,프로그래머 신입/경력 정규직,스타플러스 서울 서초구,,용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=57bb567ca6eeaca1,연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세...,모든 경기도 광명,"연봉 42,000,000원 - 46,000,000원","프로그래밍 가능자 우대S/W 설계 부문 : - OPEN CV, TENSORFLOW, YOLO, CUDA/ Python, C++, C WindowsGUL APL, MFC Lib 활용 가능자. 머신비전/ 영상처리 개발자* 전기..."
https://kr.indeed.com/viewjob?jk=bca74f8f09d404ad,주식 투자 분야 PYTHON 백엔드 개발자,주)씽크풀 서울 영등포구,,통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>데이터베이...
https://kr.indeed.com/viewjob?jk=75e64d95c3cb82a4,데이터 분석가 웹프로그래머 python java,메디치소프트 서울 마포구,"연봉 24,000,000원","1 인근지하철 직무내용 1.데이터 분석, 데이터 기획 2.인공지능 딥러닝 처리 및 관련 사용언어 : python 및 java 가능자 사용db : 몽고 db 전공 : 컴퓨터 과학관련자 경력조건 경력 필요경력 2년 0개월..."
https://kr.indeed.com/viewjob?jk=166aa0c72e94a266,Business Data Analyst,Soomgo 서울 강남구,,"즈니스에 적용하고 개선한 경험 (Google Optimize, Optimizely, 등) 우대사항 • Python 또는 R 을 사용하여 데이터 분석에 활용 가능 • 경영학, 통계학, 경제학, data analysis 등..."
https://kr.indeed.com/viewjob?jk=59db18a2366b2c92,AI 분야 석/박사,LG CNS 3.7 서울,,"이상 (AI 관련 논문 발표) ② AI/딥러닝 알고리즘 연구개발 프로젝트 경험 ③ Ubuntu Linux, Python, Tensorflow, PyTorch 사용 중상급 이상 우대사항(해당 내용 중 1개 이상) ① AI/머신..."
https://kr.indeed.com/viewjob?jk=5fabc892216e1c62,[Data Science Div - Business Insights De...,PUBG 서울,,"analytics... digital, consumer facing company Knowledge of Python and Spark Experience with large individual customer..."
https://kr.indeed.com/viewjob?jk=f82d43304292790f,Security Engineer,Amazon Web Services Korea LLC 서울,,"C, and C++ · Experience with scripting languages... Python, Perl, or Ruby Amazon Devices designs and engineers high..."
